% This arff file is generated by Text2arffEng

@RELATION	yazar

@ATTRIBUTE	oz0	REAL
@ATTRIBUTE	oz1	REAL
@ATTRIBUTE	oz2	REAL
@ATTRIBUTE	oz3	REAL
@ATTRIBUTE	oz4	REAL
@ATTRIBUTE	oz5	REAL
@ATTRIBUTE	oz6	REAL
@ATTRIBUTE	oz7	REAL
@ATTRIBUTE	oz8	REAL
@ATTRIBUTE	oz9	REAL
@ATTRIBUTE	oz10	REAL
@ATTRIBUTE	oz11	REAL
@ATTRIBUTE	oz12	REAL
@ATTRIBUTE	oz13	REAL
@ATTRIBUTE	oz14	REAL
@ATTRIBUTE	oz15	REAL
@ATTRIBUTE	oz16	REAL
@ATTRIBUTE	oz17	REAL
@ATTRIBUTE	oz18	REAL
@ATTRIBUTE	oz19	REAL
@ATTRIBUTE	oz20	REAL
@ATTRIBUTE	oz21	REAL
@ATTRIBUTE	oz22	REAL
@ATTRIBUTE	oz23	REAL
@ATTRIBUTE	oz24	REAL
@ATTRIBUTE	oz25	REAL
@ATTRIBUTE	oz26	REAL
@ATTRIBUTE	oz27	REAL
@ATTRIBUTE	oz28	REAL
@ATTRIBUTE	oz29	REAL
@ATTRIBUTE	oz30	REAL
@ATTRIBUTE	oz31	REAL
@ATTRIBUTE	oz32	REAL
@ATTRIBUTE	oz33	{1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,4,5,6,7,8,9,}

@DATA
0.07007125890736342,0.31353919239904987,0.039192399049881234,0.03681710213776722,0.057007125890736345,0.04631828978622328,0.05819477434679335,0.10095011876484561,0.09026128266033254,0.0332541567695962,0.017814726840855107,0.007125890736342043,0.043942992874109264,0.027315914489311165,0.0023752969121140144,0.0011876484560570072,0.009501187648456057,0.021377672209026127,0.0059382422802850355,0.0011876484560570072,0.007125890736342043,0.0059382422802850355,0.0023752969121140144,0.0011876484560570072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.09038238702201622,0.3186558516801854,0.03592120509849363,0.026651216685979143,0.03360370799536501,0.02433371958285052,0.05214368482039398,0.1100811123986095,0.0984936268829664,0.030127462340672075,0.011587485515643106,0.005793742757821553,0.056778679026651215,0.038238702201622246,0.004634994206257242,0.002317497103128621,0.005793742757821553,0.02085747392815759,0.002317497103128621,0.002317497103128621,0.0011587485515643105,0.01738122827346466,0.005793742757821553,0.0,0.002317497103128621,0.002317497103128621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0671217292377702,0.3424345847554039,0.030716723549488054,0.034129692832764506,0.04436860068259386,0.01820250284414107,0.048919226393629126,0.09442548350398179,0.07963594994311718,0.034129692832764506,0.012514220705346985,0.0022753128555176336,0.07508532423208192,0.03526734926052332,0.0011376564277588168,0.0034129692832764505,0.010238907849829351,0.019340159271899887,0.005688282138794084,0.0034129692832764505,0.007963594994311717,0.006825938566552901,0.015927189988623434,0.0,0.0,0.0,0.006825938566552901,0.0,0.0,0.0,0.0,0.0,0.0,1
0.06635622817229336,0.31548311990686845,0.037252619324796274,0.027939464493597205,0.05587892898719441,0.02910360884749709,0.05820721769499418,0.10011641443538999,0.08614668218859138,0.027939464493597205,0.002328288707799767,0.002328288707799767,0.08614668218859138,0.03608847497089639,0.002328288707799767,0.0034924330616996507,0.0034924330616996507,0.01629802095459837,0.006984866123399301,0.004656577415599534,0.004656577415599534,0.006984866123399301,0.01629802095459837,0.0011641443538998836,0.0,0.002328288707799767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.08361581920903954,0.3129943502824859,0.03728813559322034,0.03728813559322034,0.04745762711864407,0.024858757062146894,0.05310734463276836,0.09152542372881356,0.08813559322033898,0.023728813559322035,0.005649717514124294,0.0011299435028248588,0.062146892655367235,0.02711864406779661,0.003389830508474576,0.012429378531073447,0.015819209039548022,0.02598870056497175,0.005649717514124294,0.0022598870056497176,0.006779661016949152,0.003389830508474576,0.0192090395480226,0.0011299435028248588,0.0,0.004519774011299435,0.0022598870056497176,0.0011299435028248588,0.0,0.0,0.0,0.0,0.0,1
0.07175398633257403,0.3086560364464693,0.03189066059225513,0.03758542141230068,0.05922551252847381,0.022779043280182234,0.07972665148063782,0.10478359908883828,0.09339407744874716,0.03189066059225513,0.011389521640091117,0.0011389521640091116,0.05239179954441914,0.02847380410022779,0.0011389521640091116,0.007972665148063782,0.003416856492027335,0.02164009111617312,0.002277904328018223,0.0056947608200455585,0.0011389521640091116,0.00683371298405467,0.00683371298405467,0.0,0.0,0.007972665148063782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.08083140877598152,0.34295612009237875,0.03348729792147806,0.05196304849884527,0.025404157043879907,0.03117782909930716,0.053117782909930716,0.10046189376443418,0.09006928406466513,0.023094688221709007,0.017321016166281754,0.004618937644341801,0.06466512702078522,0.017321016166281754,0.0023094688221709007,0.006928406466512702,0.009237875288683603,0.012702078521939953,0.004618937644341801,0.003464203233256351,0.004618937644341801,0.005773672055427252,0.009237875288683603,0.0,0.0,0.003464203233256351,0.0011547344110854503,0.0,0.0,0.0,0.0,0.0,0.0,1
0.08303249097472924,0.33574007220216606,0.02527075812274368,0.03850782190132371,0.06859205776173286,0.021660649819494584,0.052948255114320095,0.098676293622142,0.08904933814681107,0.024067388688327317,0.010830324909747292,0.0,0.03850782190132371,0.0421179302045728,0.0024067388688327317,0.0,0.00842358604091456,0.010830324909747292,0.0036101083032490976,0.0024067388688327317,0.0048134777376654635,0.012033694344163659,0.00842358604091456,0.0,0.0,0.013237063778580024,0.0048134777376654635,0.0,0.0,0.0,0.0,0.0,0.0,1
0.06043329532497149,0.3523375142531357,0.02508551881413911,0.03078677309007982,0.06841505131128849,0.011402508551881414,0.05017103762827822,0.09806157354618016,0.08779931584948689,0.02394526795895097,0.0068415051311288486,0.0011402508551881414,0.06841505131128849,0.046750285062713795,0.0011402508551881414,0.004561003420752566,0.010262257696693273,0.02394526795895097,0.0034207525655644243,0.009122006841505131,0.0011402508551881414,0.0034207525655644243,0.0068415051311288486,0.0,0.0,0.002280501710376283,0.0,0.0,0.0011402508551881414,0.0011402508551881414,0.0,0.0,0.0,1
0.10469314079422383,0.3345367027677497,0.03730445246690734,0.021660649819494584,0.05174488567990373,0.024067388688327317,0.05415162454873646,0.09265944645006016,0.08182912154031288,0.03369434416365824,0.007220216606498195,0.0,0.052948255114320095,0.04693140794223827,0.0024067388688327317,0.0048134777376654635,0.006016847172081829,0.02286401925391095,0.006016847172081829,0.0012033694344163659,0.0012033694344163659,0.0012033694344163659,0.00842358604091456,0.0012033694344163659,0.0,0.0012033694344163659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
